versionUri	language	subcorpus	uncorrected_OCR	date	author_ar	author_lat	book	title_ar	title_lat	ed_info	id	status	tok_length	char_length	url	tags	author_from_uri	author_lat_shuhra	author_lat_full_name	city_ar	city_lat	institution_ar	institution_lat	shelfmark	catalog_ref	parts
MS0093KabulANA.Firuzkuh100.IEDC0159-per1	per	MSS	False							https://www.invisible-east.org/corpus/159/	IEDC0159	pri	17	55	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh100/MS0093KabulANA.Firuzkuh100.IEDC0159-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 100		
MS0093KabulANA.Firuzkuh11.IEDC0252-per1	per	MSS	False							https://www.invisible-east.org/corpus/252/	IEDC0252	pri	259	1094	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh11/MS0093KabulANA.Firuzkuh11.IEDC0252-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 11		
MS0093KabulANA.Firuzkuh12.IEDC0258-per1	per	MSS	False							https://www.invisible-east.org/corpus/258/	IEDC0258	pri	122	469	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh12/MS0093KabulANA.Firuzkuh12.IEDC0258-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 12		
MS0093KabulANA.Firuzkuh13.IEDC0259-per1	per	MSS	False							https://www.invisible-east.org/corpus/259/	IEDC0259	pri	170	657	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh13/MS0093KabulANA.Firuzkuh13.IEDC0259-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 13		
MS0093KabulANA.Firuzkuh14.IEDC0260-per1	per	MSS	False							https://www.invisible-east.org/corpus/260/	IEDC0260	pri	232	869	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh14/MS0093KabulANA.Firuzkuh14.IEDC0260-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 14		
MS0093KabulANA.Firuzkuh15.IEDC0251-per1	per	MSS	False							https://www.invisible-east.org/corpus/251/	IEDC0251	pri	185	780	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh15/MS0093KabulANA.Firuzkuh15.IEDC0251-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 15		
MS0093KabulANA.Firuzkuh16.IEDC0261-per1	per	MSS	False							https://www.invisible-east.org/corpus/261/	IEDC0261	pri	203	774	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh16/MS0093KabulANA.Firuzkuh16.IEDC0261-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 16		
MS0093KabulANA.Firuzkuh17.IEDC0262-per1	per	MSS	False							https://www.invisible-east.org/corpus/262/	IEDC0262	pri	87	328	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh17/MS0093KabulANA.Firuzkuh17.IEDC0262-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 17		
MS0093KabulANA.Firuzkuh18.IEDC0263-per1	per	MSS	False							https://www.invisible-east.org/corpus/263/	IEDC0263	pri	136	512	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh18/MS0093KabulANA.Firuzkuh18.IEDC0263-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 18		
MS0093KabulANA.Firuzkuh19.IEDC1221-per1	per	MSS	False							https://www.invisible-east.org/corpus/1221/	IEDC1221	pri	36	153	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh19/MS0093KabulANA.Firuzkuh19.IEDC1221-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 19		
MS0093KabulANA.Firuzkuh2.IEDC1231-per1	per	MSS	False							https://www.invisible-east.org/corpus/1231/	IEDC1231	pri	197	723	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh2/MS0093KabulANA.Firuzkuh2.IEDC1231-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 2		
MS0093KabulANA.Firuzkuh21_27.IEDC1165-per1	per	MSS	False							https://www.invisible-east.org/corpus/1165/	IEDC1165	pri	93	369	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh21_27/MS0093KabulANA.Firuzkuh21_27.IEDC1165-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 21 & 27		
MS0093KabulANA.Firuzkuh22.IEDC1166-per1	per	MSS	False							https://www.invisible-east.org/corpus/1166/	IEDC1166	pri	100	345	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh22/MS0093KabulANA.Firuzkuh22.IEDC1166-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 22		
MS0093KabulANA.Firuzkuh23.IEDC1167-per1	per	MSS	False							https://www.invisible-east.org/corpus/1167/	IEDC1167	pri	106	388	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh23/MS0093KabulANA.Firuzkuh23.IEDC1167-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 23		
MS0093KabulANA.Firuzkuh24.IEDC1168-per1	per	MSS	False							https://www.invisible-east.org/corpus/1168/	IEDC1168	pri	31	110	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh24/MS0093KabulANA.Firuzkuh24.IEDC1168-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 24		
MS0093KabulANA.Firuzkuh25.IEDC1169-per1	per	MSS	False							https://www.invisible-east.org/corpus/1169/	IEDC1169	pri	64	224	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh25/MS0093KabulANA.Firuzkuh25.IEDC1169-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 25		
MS0093KabulANA.Firuzkuh26.IEDC1170-per1	per	MSS	False							https://www.invisible-east.org/corpus/1170/	IEDC1170	pri	24	88	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh26/MS0093KabulANA.Firuzkuh26.IEDC1170-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 26		
MS0093KabulANA.Firuzkuh28.IEDC0114-per1	per	MSS	False							https://www.invisible-east.org/corpus/114/	IEDC0114	pri	44	187	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh28/MS0093KabulANA.Firuzkuh28.IEDC0114-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 28		
MS0093KabulANA.Firuzkuh29.IEDC0115-per1	per	MSS	False							https://www.invisible-east.org/corpus/115/	IEDC0115	pri	25	105	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh29/MS0093KabulANA.Firuzkuh29.IEDC0115-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 29		
MS0093KabulANA.Firuzkuh3.IEDC1257-per1	per	MSS	False							https://www.invisible-east.org/corpus/1257/	IEDC1257	pri	185	709	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh3/MS0093KabulANA.Firuzkuh3.IEDC1257-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 3		
MS0093KabulANA.Firuzkuh30.IEDC0116-per1	per	MSS	False							https://www.invisible-east.org/corpus/116/	IEDC0116	pri	53	226	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh30/MS0093KabulANA.Firuzkuh30.IEDC0116-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 30		
MS0093KabulANA.Firuzkuh31.IEDC0117-per1	per	MSS	False							https://www.invisible-east.org/corpus/117/	IEDC0117	pri	23	98	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh31/MS0093KabulANA.Firuzkuh31.IEDC0117-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 31		
MS0093KabulANA.Firuzkuh32.IEDC0118-per1	per	MSS	False							https://www.invisible-east.org/corpus/118/	IEDC0118	pri	66	279	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh32/MS0093KabulANA.Firuzkuh32.IEDC0118-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 32		
MS0093KabulANA.Firuzkuh33.IEDC0119-per1	per	MSS	False							https://www.invisible-east.org/corpus/119/	IEDC0119	pri	20	84	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh33/MS0093KabulANA.Firuzkuh33.IEDC0119-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 33		
MS0093KabulANA.Firuzkuh34.IEDC0120-per1	per	MSS	False							https://www.invisible-east.org/corpus/120/	IEDC0120	pri	21	91	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh34/MS0093KabulANA.Firuzkuh34.IEDC0120-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 34		
MS0093KabulANA.Firuzkuh35.IEDC1162-per1	per	MSS	False							https://www.invisible-east.org/corpus/1162/	IEDC1162	pri	37	166	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh35/MS0093KabulANA.Firuzkuh35.IEDC1162-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 35		
MS0093KabulANA.Firuzkuh36.IEDC0121-per1	per	MSS	False							https://www.invisible-east.org/corpus/121/	IEDC0121	pri	38	160	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh36/MS0093KabulANA.Firuzkuh36.IEDC0121-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 36		
MS0093KabulANA.Firuzkuh37.IEDC0122-per1	per	MSS	False							https://www.invisible-east.org/corpus/122/	IEDC0122	pri	20	79	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh37/MS0093KabulANA.Firuzkuh37.IEDC0122-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 37		
MS0093KabulANA.Firuzkuh38.IEDC0123-per1	per	MSS	False							https://www.invisible-east.org/corpus/123/	IEDC0123	pri	21	88	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh38/MS0093KabulANA.Firuzkuh38.IEDC0123-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 38		
MS0093KabulANA.Firuzkuh39.IEDC0124-per1	per	MSS	False							https://www.invisible-east.org/corpus/124/	IEDC0124	pri	51	209	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh39/MS0093KabulANA.Firuzkuh39.IEDC0124-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 39		
MS0093KabulANA.Firuzkuh4.IEDC0253-per1	per	MSS	False							https://www.invisible-east.org/corpus/253/	IEDC0253	pri	188	710	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh4/MS0093KabulANA.Firuzkuh4.IEDC0253-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 4		
MS0093KabulANA.Firuzkuh40.IEDC0126-per1	per	MSS	False							https://www.invisible-east.org/corpus/126/	IEDC0126	pri	22	85	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh40/MS0093KabulANA.Firuzkuh40.IEDC0126-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 40		
MS0093KabulANA.Firuzkuh41.IEDC0127-per1	per	MSS	False							https://www.invisible-east.org/corpus/127/	IEDC0127	pri	63	237	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh41/MS0093KabulANA.Firuzkuh41.IEDC0127-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 41		
MS0093KabulANA.Firuzkuh42.IEDC0129-per1	per	MSS	False							https://www.invisible-east.org/corpus/129/	IEDC0129	pri	26	99	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh42/MS0093KabulANA.Firuzkuh42.IEDC0129-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 42		
MS0093KabulANA.Firuzkuh43.IEDC0130-per1	per	MSS	False							https://www.invisible-east.org/corpus/130/	IEDC0130	pri	31	118	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh43/MS0093KabulANA.Firuzkuh43.IEDC0130-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 43		
MS0093KabulANA.Firuzkuh44.IEDC0131-per1	per	MSS	False							https://www.invisible-east.org/corpus/131/	IEDC0131	pri	28	123	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh44/MS0093KabulANA.Firuzkuh44.IEDC0131-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 44		
MS0093KabulANA.Firuzkuh45.IEDC0132-per1	per	MSS	False							https://www.invisible-east.org/corpus/132/	IEDC0132	pri	32	121	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh45/MS0093KabulANA.Firuzkuh45.IEDC0132-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 45		
MS0093KabulANA.Firuzkuh46.IEDC0135-per1	per	MSS	False							https://www.invisible-east.org/corpus/135/	IEDC0135	pri	20	85	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh46/MS0093KabulANA.Firuzkuh46.IEDC0135-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 46		
MS0093KabulANA.Firuzkuh47.IEDC0136-per1	per	MSS	False							https://www.invisible-east.org/corpus/136/	IEDC0136	pri	80	341	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh47/MS0093KabulANA.Firuzkuh47.IEDC0136-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 47		
MS0093KabulANA.Firuzkuh48.IEDC0141-per1	per	MSS	False							https://www.invisible-east.org/corpus/141/	IEDC0141	pri	29	104	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh48/MS0093KabulANA.Firuzkuh48.IEDC0141-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 48		
MS0093KabulANA.Firuzkuh49.IEDC0142-per1	per	MSS	False							https://www.invisible-east.org/corpus/142/	IEDC0142	pri	21	89	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh49/MS0093KabulANA.Firuzkuh49.IEDC0142-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 49		
MS0093KabulANA.Firuzkuh5.IEDC0109-per1	per	MSS	False							https://www.invisible-east.org/corpus/109/	IEDC0109	pri	224	867	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh5/MS0093KabulANA.Firuzkuh5.IEDC0109-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 5		
MS0093KabulANA.Firuzkuh50.IEDC0143-per1	per	MSS	False							https://www.invisible-east.org/corpus/143/	IEDC0143	pri	63	246	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh50/MS0093KabulANA.Firuzkuh50.IEDC0143-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 50		
MS0093KabulANA.Firuzkuh51.IEDC0264-per1	per	MSS	False							https://www.invisible-east.org/corpus/264/	IEDC0264	pri	99	340	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh51/MS0093KabulANA.Firuzkuh51.IEDC0264-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 51		
MS0093KabulANA.Firuzkuh52.IEDC0237-per1	per	MSS	False							https://www.invisible-east.org/corpus/237/	IEDC0237	pri	44	160	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh52/MS0093KabulANA.Firuzkuh52.IEDC0237-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 52		
MS0093KabulANA.Firuzkuh53.IEDC1154-per1	per	MSS	False							https://www.invisible-east.org/corpus/1154/	IEDC1154	pri	199	626	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh53/MS0093KabulANA.Firuzkuh53.IEDC1154-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 53		
MS0093KabulANA.Firuzkuh54.IEDC0238-per1	per	MSS	False							https://www.invisible-east.org/corpus/238/	IEDC0238	pri	71	229	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh54/MS0093KabulANA.Firuzkuh54.IEDC0238-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 54		
MS0093KabulANA.Firuzkuh55.IEDC0239-per1	per	MSS	False							https://www.invisible-east.org/corpus/239/	IEDC0239	pri	138	445	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh55/MS0093KabulANA.Firuzkuh55.IEDC0239-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 55		
MS0093KabulANA.Firuzkuh56.IEDC0240-per1	per	MSS	False							https://www.invisible-east.org/corpus/240/	IEDC0240	pri	74	254	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh56/MS0093KabulANA.Firuzkuh56.IEDC0240-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 56		
MS0093KabulANA.Firuzkuh57.IEDC1155-per1	per	MSS	False							https://www.invisible-east.org/corpus/1155/	IEDC1155	pri	113	372	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh57/MS0093KabulANA.Firuzkuh57.IEDC1155-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 57		
MS0093KabulANA.Firuzkuh58.IEDC0144-per1	per	MSS	False							https://www.invisible-east.org/corpus/144/	IEDC0144	pri	40	147	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh58/MS0093KabulANA.Firuzkuh58.IEDC0144-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 58		
MS0093KabulANA.Firuzkuh59.IEDC0246-per1	per	MSS	False							https://www.invisible-east.org/corpus/246/	IEDC0246	pri	29	111	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh59/MS0093KabulANA.Firuzkuh59.IEDC0246-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 59		
MS0093KabulANA.Firuzkuh6.IEDC0110-per1	per	MSS	False							https://www.invisible-east.org/corpus/110/	IEDC0110	pri	399	1531	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh6/MS0093KabulANA.Firuzkuh6.IEDC0110-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 6		
MS0093KabulANA.Firuzkuh60.IEDC0248-per1	per	MSS	False							https://www.invisible-east.org/corpus/248/	IEDC0248	pri	132	448	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh60/MS0093KabulANA.Firuzkuh60.IEDC0248-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 60		
MS0093KabulANA.Firuzkuh61.IEDC0243-per1	per	MSS	False							https://www.invisible-east.org/corpus/243/	IEDC0243	pri	14	50	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh61/MS0093KabulANA.Firuzkuh61.IEDC0243-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 61		
MS0093KabulANA.Firuzkuh62.IEDC0250-per1	per	MSS	False							https://www.invisible-east.org/corpus/250/	IEDC0250	pri	56	193	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh62/MS0093KabulANA.Firuzkuh62.IEDC0250-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 62		
MS0093KabulANA.Firuzkuh63.IEDC0244-per1	per	MSS	False							https://www.invisible-east.org/corpus/244/	IEDC0244	pri	166	557	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh63/MS0093KabulANA.Firuzkuh63.IEDC0244-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 63		
MS0093KabulANA.Firuzkuh64.IEDC0247-per1	per	MSS	False							https://www.invisible-east.org/corpus/247/	IEDC0247	pri	213	741	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh64/MS0093KabulANA.Firuzkuh64.IEDC0247-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 64		
MS0093KabulANA.Firuzkuh65.IEDC0249-per1	per	MSS	False							https://www.invisible-east.org/corpus/249/	IEDC0249	pri	49	180	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh65/MS0093KabulANA.Firuzkuh65.IEDC0249-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 65		
MS0093KabulANA.Firuzkuh66.IEDC0157-per1	per	MSS	False							https://www.invisible-east.org/corpus/157/	IEDC0157	pri	94	369	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh66/MS0093KabulANA.Firuzkuh66.IEDC0157-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 66		
MS0093KabulANA.Firuzkuh67.IEDC0158-per1	per	MSS	False							https://www.invisible-east.org/corpus/158/	IEDC0158	pri	103	403	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh67/MS0093KabulANA.Firuzkuh67.IEDC0158-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 67		
MS0093KabulANA.Firuzkuh68Recto.IEDC0242-per1	per	MSS	False							https://www.invisible-east.org/corpus/242/	IEDC0242	pri	141	471	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh68Recto/MS0093KabulANA.Firuzkuh68Recto.IEDC0242-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 68, recto		
MS0093KabulANA.Firuzkuh69.IEDC1156-per1	per	MSS	False							https://www.invisible-east.org/corpus/1156/	IEDC1156	pri	53	204	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/MSS/data/MS0093KabulANA/MS0093KabulANA.Firuzkuh69/MS0093KabulANA.Firuzkuh69.IEDC1156-per1					كابل	Kabul	أرشيف ملي أفغنستان	Afghanistan National Archives	Firuzkuh 69		
