versionUri	date	author	book	title	ed_info	id	status	length	url	tags
0463KhatibBaghdadi.NasihatAhlHadith.Shia002162-ara1	0463	Khatib Baghdadi :: الخطيب البغدادي	0463KhatibBaghdadi.NasihatAhlHadith	Nasihat Ahl Hadith :: نصيحة أهل الحديث	اعتنى بها و خرج أحاديثها وعلق عليها : عبد الكريم أحمد الوريكات :: 1408 - 1988 م	Shia002162	pri	3892	data/0463KhatibBaghdadi/0463KhatibBaghdadi.NasihatAhlHadith/0463KhatibBaghdadi.NasihatAhlHadith.Shia002162-ara1	CENT0500 :: _HADITH :: _SUNNI :: مصادر الحديث السنية ـ القسم العام
0463KhatibBaghdadi.QawlFiCilmNujum.Shamela0021491-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.QawlFiCilmNujum	Qawl Fi Cilm Nujum :: القول في علم النجوم للخطيب	دار أطلس للنشر والتوزيع، الرياض	Shamela0021491	pri	8441	data/0463KhatibBaghdadi/0463KhatibBaghdadi.QawlFiCilmNujum/0463KhatibBaghdadi.QawlFiCilmNujum.Shamela0021491-ara1	CENT0500 :: _BUHUTH :: _MASAIL :: بحوث ومسائل
0463KhatibBaghdadi.RihlaFiTalabCilm.JK000727-ara1	0463	Khatib Baghdadi :: الخطيب البغدادي :: أحمد بن علي بن ثابت البغدادي أبو بكر	0463KhatibBaghdadi.RihlaFiTalabCilm	Rihla Fi Talab Cilm :: الرحلة في طلب الحديث	نور الدين عتر :: بيروت :: 1395 :: دار الكتب اتلعلمية	JK000727	sec	14412	data/0463KhatibBaghdadi/0463KhatibBaghdadi.RihlaFiTalabCilm/0463KhatibBaghdadi.RihlaFiTalabCilm.JK000727-ara1	CENT0500 :: _HADITH :: _MUSTALAHAT :: كتب مصطح الحديث :: مسائل في المصطلح :: مصطلح الحديث
0463KhatibBaghdadi.RihlaFiTalabCilm.Shamela0013020-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.RihlaFiTalabCilm	Rihla Fi Talab Cilm :: الرحلة في طلب الحديث	نور الدين عتر :: دار الكتب العلمية - بيروت	Shamela0013020	sec	9202	data/0463KhatibBaghdadi/0463KhatibBaghdadi.RihlaFiTalabCilm/0463KhatibBaghdadi.RihlaFiTalabCilm.Shamela0013020-ara1	CENT0500 :: _AJZA :: _HADITH :: الأجزاء الحديثية
0463KhatibBaghdadi.RihlaFiTalabCilm.Shia002156-ara1	0463	Khatib Baghdadi :: الخطيب البغدادي	0463KhatibBaghdadi.RihlaFiTalabCilm	Rihla Fi Talab Cilm :: الرحلة في طلب الحديث	نور الدين عتر :: 1395	Shia002156	pri	26913	data/0463KhatibBaghdadi/0463KhatibBaghdadi.RihlaFiTalabCilm/0463KhatibBaghdadi.RihlaFiTalabCilm.Shia002156-ara1	CENT0500 :: _HADITH :: _SUNNI :: مصادر الحديث السنية ـ القسم العام
0463KhatibBaghdadi.SabiqWaLahiq.Shamela0007640-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.SabiqWaLahiq	Sabiq Wa Lahiq :: السابق واللاحق في تباعد ما بين وفاة راويين عن شيخ واحد	محمد بن مطر الزهراني :: دار الصميعي، الرياض، المملكة العربية السعودية	Shamela0007640	pri	35754	data/0463KhatibBaghdadi/0463KhatibBaghdadi.SabiqWaLahiq/0463KhatibBaghdadi.SabiqWaLahiq.Shamela0007640-ara1	CENT0500 :: _CULUM :: _HADITH :: علوم الحديث
0463KhatibBaghdadi.SharafAshabHadith.JK000837-ara1	0463	Khatib Baghdadi :: الخطيب البغدادي :: أحمد بن علي بن ثابت البغدادي أبو بكر	0463KhatibBaghdadi.SharafAshabHadith	Sharaf Ashab Hadith :: شرف أصحاب الحديث	د. محمد سعيد خطي اوغلي :: أنقرة :: دار إحياء السنة النبوية	JK000837	sec	22863	data/0463KhatibBaghdadi/0463KhatibBaghdadi.SharafAshabHadith/0463KhatibBaghdadi.SharafAshabHadith.JK000837-ara1	CENT0500 :: _CULUM :: _HADITH :: _MISC :: _MUSTALAHAT :: أخرى :: كتب مصطح الحديث :: مسائل في المصطلح
0463KhatibBaghdadi.SharafAshabHadith.Shamela0013125-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.SharafAshabHadith	Sharaf Ashab Hadith :: شرف أصحاب الحديث	د. محمد سعيد خطي اوغلي :: دار إحياء السنة النبوية - أنقرة	Shamela0013125	pri	23198	data/0463KhatibBaghdadi/0463KhatibBaghdadi.SharafAshabHadith/0463KhatibBaghdadi.SharafAshabHadith.Shamela0013125-ara1	CENT0500 :: _CULUM :: _HADITH :: _MISC :: _MUSTALAHAT :: علوم الحديث
0463KhatibBaghdadi.TalkhisMutashabih.JK000617-ara1	0463	Khatib Baghdadi :: الخطيب البغدادي :: أحمد بن علي أبو بكر الخطيب البغدادي	0463KhatibBaghdadi.TalkhisMutashabih	Talkhis Mutashabih :: تالي تلخيص المتشابه	مشهور بن حسن آل سلمان , أحمد الشقيرات :: الرياض :: 1417 :: دار الصميعي	JK000617	sec	41226	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TalkhisMutashabih/0463KhatibBaghdadi.TalkhisMutashabih.JK000617-ara1	CENT0500 :: _HADITH :: _MISC :: _MUSTALAHAT :: _TABAQAT :: _TARAJIM :: أخرى :: كتب مصطح الحديث :: مسائل في المصطلح
0463KhatibBaghdadi.TalkhisMutashabih.Shamela0006003-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.TalkhisMutashabih	Talkhis Mutashabih :: تالي تلخيص المتشابه	مشهور بن حسن آل سلمان , أحمد الشقيرات :: دار الصميعي - الرياض	Shamela0006003	sec	41241	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TalkhisMutashabih/0463KhatibBaghdadi.TalkhisMutashabih.Shamela0006003-ara1	CENT0500 :: _HADITH :: _MISC :: _MUSTALAHAT :: _TABAQAT :: _TARAJIM :: التراجم والطبقات
0463KhatibBaghdadi.TalkhisMutashabih.Shamela0021477-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.TalkhisMutashabih	Talkhis Mutashabih :: تلخيص المتشابه في الرسم	سكينة الشهابي :: طلاس للدراسات والترجمة والنشر، دمشق	Shamela0021477	pri	186098	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TalkhisMutashabih/0463KhatibBaghdadi.TalkhisMutashabih.Shamela0021477-ara1	CENT0500 :: _HADITH :: _MISC :: _MUSTALAHAT :: _TABAQAT :: _TARAJIM :: التراجم والطبقات
0463KhatibBaghdadi.TaqyidCilm.JK000627-ara1	0463	Khatib Baghdadi :: الخطيب البغدادي	0463KhatibBaghdadi.TaqyidCilm	Taqyid Cilm :: تقييد العلم للخطيب البغدادي	دار إحياء السنة النبوية	JK000627	sec	27130	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TaqyidCilm/0463KhatibBaghdadi.TaqyidCilm.JK000627-ara1	CENT0500 :: _AJZA :: _AKHLAQ :: _CULUM :: _HADITH :: الأجزاء الموضوعية :: كتب الأخلاق والسلوك :: مواضيع مسندة في الأخلاق والتزكية
0463KhatibBaghdadi.TaqyidCilm.Shamela0013089-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.TaqyidCilm	Taqyid Cilm :: تقييد العلم للخطيب البغدادي	إحياء السنة النبوية - بيروت	Shamela0013089	pri	27318	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TaqyidCilm/0463KhatibBaghdadi.TaqyidCilm.Shamela0013089-ara1	CENT0500 :: _AJZA :: _AKHLAQ :: _CULUM :: _HADITH :: علوم الحديث
0463KhatibBaghdadi.TarikhBaghdad.JK000885-ara1	0463	Khatib Baghdadi :: الخطيب البغدادي :: أحمد بن علي أبو بكر الخطيب البغدادي	0463KhatibBaghdadi.TarikhBaghdad	Tarikh Baghdad :: تاريخ بغداد	بيروت :: - :: دار الكتب العلمية	JK000885	sec	1810656	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TarikhBaghdad/0463KhatibBaghdadi.TarikhBaghdad.JK000885-ara1	BIO :: CENT0500 :: COL :: DHB :: PPE :: _BULDAN :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: _TARIKH :: تواريخ البلدان :: كتب البلدان :: كتب الحديث النبوي الشريف وتراجم الرواة
0463KhatibBaghdadi.TarikhBaghdad.Sham30K0000736-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463ه)	0463KhatibBaghdadi.TarikhBaghdad	Tarikh Baghdad :: تاريخ بغداد :: تاريخ بغداد ت بشار	الدكتور بشار عواد معروف :: الأولى، 1422ه - 2002 م :: دار الغرب الإسلامي - بيروت	Sham30K0000736	sec	1889856	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TarikhBaghdad/0463KhatibBaghdadi.TarikhBaghdad.Sham30K0000736-ara1	 :: التراجم والطبقات
0463KhatibBaghdadi.TarikhBaghdad.Sham30K0023764-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463ه)	0463KhatibBaghdadi.TarikhBaghdad	Tarikh Baghdad :: تاريخ بغداد وذيوله :: تاريخ بغداد وذيوله ط العلميه :: تاريخ بغداد وذيوله ط العلمية	مصطفى عبد القادر عطا :: الأولى، 1417 ه :: دار الكتب العلمية - بيروت	Sham30K0023764	sec	2814805	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TarikhBaghdad/0463KhatibBaghdadi.TarikhBaghdad.Sham30K0023764-ara1	 :: 146 :: التراجم والطبقات
0463KhatibBaghdadi.TarikhBaghdad.Sham30K0032383-ara1	0463	Khatib Baghdadi :: NA	0463KhatibBaghdadi.TarikhBaghdad	Tarikh Baghdad :: تاريخ بغداد		Sham30K0032383	sec	1821279	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TarikhBaghdad/0463KhatibBaghdadi.TarikhBaghdad.Sham30K0032383-ara1	 :: تراجم رجال الحديث :: 14
0463KhatibBaghdadi.TarikhBaghdad.Sham30K0036293-ara1	0463	Khatib Baghdadi :: NA	0463KhatibBaghdadi.TarikhBaghdad	Tarikh Baghdad :: تاريخ بغداد الخطيب :: تاريخ بغداد - الخطيب		Sham30K0036293	sec	1819428	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TarikhBaghdad/0463KhatibBaghdadi.TarikhBaghdad.Sham30K0036293-ara1	 :: 146 :: التراجم والطبقات
0463KhatibBaghdadi.TarikhBaghdad.Sham30K0045859-ara1	0463	Khatib Baghdadi :: NA	0463KhatibBaghdadi.TarikhBaghdad	Tarikh Baghdad :: تاريخ بغداد		Sham30K0045859	sec	1810656	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TarikhBaghdad/0463KhatibBaghdadi.TarikhBaghdad.Sham30K0045859-ara1	 :: كتب البلدان :: 210
0463KhatibBaghdadi.TarikhBaghdad.Shamela0000736-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.TarikhBaghdad	Tarikh Baghdad :: تاريخ بغداد	الدكتور بشار عواد معروف :: دار الغرب الإسلامي - بيروت	Shamela0000736	sec	1864872	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TarikhBaghdad/0463KhatibBaghdadi.TarikhBaghdad.Shamela0000736-ara1.completed	COMPLETED :: BIO :: CENT0500 :: COL :: DHB :: PPE :: _BULDAN :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: _TARIKH :: التراجم والطبقات
0463KhatibBaghdadi.TarikhBaghdad.Shamela0023764-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.TarikhBaghdad	Tarikh Baghdad :: تاريخ بغداد وذيوله	مصطفى عبد القادر عطا :: دار الكتب العلمية - بيروت	Shamela0023764	pri	2542829	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TarikhBaghdad/0463KhatibBaghdadi.TarikhBaghdad.Shamela0023764-ara1.completed	COMPLETED :: BIO :: CENT0500 :: COL :: DHB :: PPE :: _BULDAN :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: _TARIKH :: التراجم والطبقات
0463KhatibBaghdadi.TarikhBaghdad.Shia003129Vols-ara1	0463	Khatib Baghdadi :: الخطيب البغدادي	0463KhatibBaghdadi.TarikhBaghdad	Tarikh Baghdad :: تاريخ بغداد	دراسة وتحقيق : مصطفى عبد القادر عطا :: 1417 - 1997 م	Shia003129Vols	sec	1813918	data/0463KhatibBaghdadi/0463KhatibBaghdadi.TarikhBaghdad/0463KhatibBaghdadi.TarikhBaghdad.Shia003129Vols-ara1	BIO :: CENT0500 :: COL :: DHB :: PPE :: _BULDAN :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: _TARIKH :: أهم مصادر رجال الحديث عند السنة
0463KhatibBaghdadi.Tatfil.Shamela0005428-ara1	0463	Khatib Baghdadi :: أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	0463KhatibBaghdadi.Tatfil	Tatfil :: التطفيل وحكايات الطفيليين وأخبارهم ونوادر كلامهم وأشعارهم	دار ابن حزم، الجفان والجابي للطباعة والنشر	Shamela0005428	pri	20780	data/0463KhatibBaghdadi/0463KhatibBaghdadi.Tatfil/0463KhatibBaghdadi.Tatfil.Shamela0005428-ara1	CENT0500 :: _ADAB :: _BALAGHA :: الأدب والبلاغة
0465IbnHawazinQushayri.LataifIsharat.JK009257-ara1	0465	Ibn Hawazin Qushayri :: أبو القاسم عبد الكريم بن هوازن بن عبد الملك القشيري النيسابوري الشافعي :: القشيري	0465IbnHawazinQushayri.LataifIsharat	Lataif Isharat :: تفسير القشيري :: تفسير القشيري المسمى لطائف الإشارات	عبد اللطيف حسن عبد الرحمن :: بيروت /لبنان :: 1420هـ-2000م :: دار الكتب العلمية	JK009257	sec	313615	data/0465IbnHawazinQushayri/0465IbnHawazinQushayri.LataifIsharat/0465IbnHawazinQushayri.LataifIsharat.JK009257-ara1	CENT0500 :: _CULUM :: _QURAN :: _TAFSIR :: التفاسير :: كتب التفاسير وعلوم القرآن
0465IbnHawazinQushayri.LataifIsharat.Shamela0023629-ara1	0465	Ibn Hawazin Qushayri :: عبد الكريم بن هوازن بن عبد الملك القشيري (المتوفى: 465هـ)	0465IbnHawazinQushayri.LataifIsharat	Lataif Isharat :: لطائف الإشارات = تفسير القشيري	إبراهيم البسيوني :: الهيئة المصرية العامة للكتاب - مصر	Shamela0023629	pri	401204	data/0465IbnHawazinQushayri/0465IbnHawazinQushayri.LataifIsharat/0465IbnHawazinQushayri.LataifIsharat.Shamela0023629-ara1	CENT0500 :: _CULUM :: _QURAN :: _TAFSIR :: التفاسير
0465IbnHawazinQushayri.NahwQulub.Shamela0037067-ara1	0465	Ibn Hawazin Qushayri :: الأستاذ أبي القاسم عبد الكريم بن هوازن القشيري المتوفى 465 هـ	0465IbnHawazinQushayri.NahwQulub	Nahw Qulub :: نحو القلوب	دار الكتب العلمية، بيروت - لبنان	Shamela0037067	pri	1053	data/0465IbnHawazinQushayri/0465IbnHawazinQushayri.NahwQulub/0465IbnHawazinQushayri.NahwQulub.Shamela0037067-ara1	CENT0500 :: _ADAB :: _ADHKAR :: _RAQAIQ :: الرقاق والآداب والأذكار
0465IbnHawazinQushayri.RisalaQushayriyya.JK009321-ara1	0465	Ibn Hawazin Qushayri :: أبو القاسم عبد الكريم بن هوازن القشيري :: القشيري	0465IbnHawazinQushayri.RisalaQushayriyya	Risala Qushayriyya :: الرسالة القشيرية	خليل المنصور :: بيروت/لبنان :: 1422هـ - 2001م :: دار الكتب العلمية	JK009321	sec	113757	data/0465IbnHawazinQushayri/0465IbnHawazinQushayri.RisalaQushayriyya/0465IbnHawazinQushayri.RisalaQushayriyya.JK009321-ara1	CENT0500 :: _ADAB :: _ADHKAR :: _AKHLAQ :: _RAQAIQ :: _TASAWWUF :: التصوف :: كتب الأخلاق والسلوك
0465IbnHawazinQushayri.RisalaQushayriyya.Shamela0009953-ara1	0465	Ibn Hawazin Qushayri :: عبد الكريم بن هوازن بن عبد الملك القشيري (المتوفى: 465هـ)	0465IbnHawazinQushayri.RisalaQushayriyya	Risala Qushayriyya :: الرسالة القشيرية	الإمام الدكتور عبد الحليم محمود، الدكتور محمود بن الشريف :: دار المعارف، القاهرة	Shamela0009953	pri	113883	data/0465IbnHawazinQushayri/0465IbnHawazinQushayri.RisalaQushayriyya/0465IbnHawazinQushayri.RisalaQushayriyya.Shamela0009953-ara1	CENT0500 :: _ADAB :: _ADHKAR :: _AKHLAQ :: _RAQAIQ :: _TASAWWUF :: الرقاق والآداب والأذكار
0467IbnHasanBakharzi.Diwan.JK007600-ara1	0467	Ibn Hasan Bakharzi :: الباخرزي	0467IbnHasanBakharzi.Diwan	Diwan :: ديوان الباخرزي		JK007600	pri	11187	data/0467IbnHasanBakharzi/0467IbnHasanBakharzi.Diwan/0467IbnHasanBakharzi.Diwan.JK007600-ara1	_SHICR_CABBASI :: _SHICR :: دواوين الشعر العربي :: عباسي
0467IbnHasanBakharzi.DumyatQasr.JK009211-ara1	0467	Ibn Hasan Bakharzi :: علي بن الحسن بن علي بن أبي الطيب الباخرزي	0467IbnHasanBakharzi.DumyatQasr	Dumyat Qasr :: دمية القصر :: دمية القصر وعصرة أهل العصر	د.محمد ألتونجي :: لبنان / بيروت :: 1414هـ - 1993م :: دار الجيل	JK009211	sec	111524	data/0467IbnHasanBakharzi/0467IbnHasanBakharzi.DumyatQasr/0467IbnHasanBakharzi.DumyatQasr.JK009211-ara1	CENT0500 :: _ADAB :: _ADAB :: _BALAGHA :: _SHICR :: كتب الأدب :: من عيون الشعر العربي وكتبه
0467IbnHasanBakharzi.DumyatQasr.Shamela0010665-ara1	0467	Ibn Hasan Bakharzi :: علي بن الحسن بن علي بن أبي الطيب الباخرزي، أبو الحسن (المتوفى: 467هـ)	0467IbnHasanBakharzi.DumyatQasr	Dumyat Qasr :: دمية القصر وعصرة أهل العصر	دار الجيل، بيروت	Shamela0010665	pri	150967	data/0467IbnHasanBakharzi/0467IbnHasanBakharzi.DumyatQasr/0467IbnHasanBakharzi.DumyatQasr.Shamela0010665-ara1	CENT0500 :: _ADAB :: _ADAB :: _BALAGHA :: _SHICR :: الأدب والبلاغة
0470IbnIsmacilTarabulusi.KifayatMutahaffiz.JK001193-ara1	0470	Ibn Ismacil Tarabulusi :: أبو إسحاق إبراهيم بن إسماعيل بن أحمد بن عبد الله الطرابلسي :: الطرابلسي	0470IbnIsmacilTarabulusi.KifayatMutahaffiz	Kifayat Mutahaffiz :: كفاية المتحفظ :: كفاية المتحفظ في اللغة	السائح علي حسين :: طرابلس - الجماهيرية الليبية :: دار اقرأ للطباعة والنشر والترجمة	JK001193	pri	8856	data/0470IbnIsmacilTarabulusi/0470IbnIsmacilTarabulusi.KifayatMutahaffiz/0470IbnIsmacilTarabulusi.KifayatMutahaffiz.JK001193-ara1	CENT0500 :: _FIQH :: _GHARIB :: _LUGHA :: _MACAJIM :: _MASAIL :: _MUSTALAHAT :: المعاجم وغريب اللغة :: كتب المعاجم والغريب والمصطلحات :: مسائل في الغريب والمعاني
0470IbnIsmacilTarabulusi.KifayatMutahaffiz.Shamela0007061-ara1	0470	Ibn Ismacil Tarabulusi :: إبراهيم بن إسماعيل بن أحمد بن عبد الله اللواتي الأجدابي، أبو إسحاق الطرابلسي (المتوفى: نحو 470هـ)	0470IbnIsmacilTarabulusi.KifayatMutahaffiz	Kifayat Mutahaffiz :: كفاية المتحفظ ونهاية المتلفظ في اللغة العربية	السائح علي حسين :: دار اقرأ للطباعة والنشر والترجمة - طرابلس - الجماهيرية الليبية	Shamela0007061	sec	8852	data/0470IbnIsmacilTarabulusi/0470IbnIsmacilTarabulusi.KifayatMutahaffiz/0470IbnIsmacilTarabulusi.KifayatMutahaffiz.Shamela0007061-ara1	CENT0500 :: _FIQH :: _GHARIB :: _LUGHA :: _MACAJIM :: _MASAIL :: _MUSTALAHAT :: الغريب والمعاجم ولغة الفقه
0473IbnHayyush.Diwan.JK007594-ara1	0473	Ibn Hayyush :: ابن حيوس	0473IbnHayyush.Diwan	Diwan :: ديوان ابن حيوس		JK007594	pri	68789	data/0473IbnHayyush/0473IbnHayyush.Diwan/0473IbnHayyush.Diwan.JK007594-ara1	_SHICR_CABBASI :: _SHICR :: دواوين الشعر العربي :: عباسي
0476AclamShantamari.AshcarShucara.Shamela0005449-ara1	0476	Aclam Shantamari :: أبو الحجاج، يوسف بن سليمان بن عيسى الشنتمري الأندلسي المعروف بالأعلم (المتوفى: 476هـ)	0476AclamShantamari.AshcarShucara	Ashcar Shucara :: أشعار الشعراء الستة الجاهليين		Shamela0005449	pri	80017	data/0476AclamShantamari/0476AclamShantamari.AshcarShucara/0476AclamShantamari.AshcarShucara.Shamela0005449-ara1	CENT0500 :: _ADAB :: _BALAGHA :: الأدب والبلاغة - مرقم آليا
0477BibiHarawiyya.Juz.JK000643-ara1	0477	Bibi Harawiyya :: بيبي :: بيبي بنت عبد الصمد الهروية الهرثمية	0477BibiHarawiyya.Juz	Juz :: جزء بيبي :: جزء بيبي بنت عبد الصمد الهروية الهرثمية	عبدالرحمن بن عبد الجبار الفريوائي :: الكويت :: 1986 :: دار الخلفاء للكتاب الإسلامي	JK000643	sec	7080	data/0477BibiHarawiyya/0477BibiHarawiyya.Juz/0477BibiHarawiyya.Juz.JK000643-ara1	CENT0500 :: _AJZA :: _HADITH :: _TARAJIM :: أجزاء حديثية :: الأجزاء المسندة :: كتب الحديث النبوي الشريف وتراجم الرواة
0477BibiHarawiyya.Juz.Shamela0005668-ara1	0477	Bibi Harawiyya :: بيبى بنت عبد الصمد ابن علي بن محمد، أم الفضل الهرثمية الهروية (المتوفى: 477هـ)	0477BibiHarawiyya.Juz	Juz :: جزء بيبي بنت عبد الصمد الهروية الهرثمية	عبد الرحمن بن عبد الجبار الفريوائي :: دار الخلفاء للكتاب الإسلامي - الكويت	Shamela0005668	pri	7084	data/0477BibiHarawiyya/0477BibiHarawiyya.Juz/0477BibiHarawiyya.Juz.Shamela0005668-ara1	CENT0500 :: _AJZA :: _HADITH :: _TARAJIM :: الأجزاء الحديثية
0479IbnFaddalQayruwani.NukatFiQuran.Shamela0009066-ara1	0479	Ibn Faddal Qayruwani :: علي بن فضال بن علي بن غالب المجاشعي القيرواني، أبو الحسن (المتوفى: 479هـ)	0479IbnFaddalQayruwani.NukatFiQuran	Nukat Fi Quran :: النكت في القرآن الكريم (في معاني القرآن الكريم وإعرابه)	د. عبد الله عبد القادر الطويل :: دار الكتب العلمية - بيروت	Shamela0009066	pri	88284	data/0479IbnFaddalQayruwani/0479IbnFaddalQayruwani.NukatFiQuran/0479IbnFaddalQayruwani.NukatFiQuran.Shamela0009066-ara1	CENT0500 :: _CULUM :: _QURAN :: علوم القرآن
0482AbuIshaqHabbal.WafayatMisriyyin.JK000712-ara1	0482	Abu Ishaq Habbal :: الحبال :: إبراهيم بن سعيد بن عبد الله الحبال أبو إسحاق	0482AbuIshaqHabbal.WafayatMisriyyin	Wafayat Misriyyin :: وفيات المصريين :: وفيات قوم من المصريين ونفر سواهم من سنة 375	محمود بن محمد الحداد :: الرياض :: 1408 :: دار العاصمة	JK000712	pri	6383	data/0482AbuIshaqHabbal/0482AbuIshaqHabbal.WafayatMisriyyin/0482AbuIshaqHabbal.WafayatMisriyyin.JK000712-ara1.completed	COMPLETED :: CENT0500 :: PPE :: _BULDAN :: _HADITH :: _TABAQAT :: _TARAJIM :: _TARIKH :: تواريخ البلدان :: كتب البلدان :: كتب الحديث النبوي الشريف وتراجم الرواة
0482AbuIshaqHabbal.WafayatMisriyyin.Shamela0005871-ara1	0482	Abu Ishaq Habbal :: إبراهيم بن سعيد النعماني - بالولاء - المصري، أبو إسحاق الحبال (المتوفى: 482هـ)	0482AbuIshaqHabbal.WafayatMisriyyin	Wafayat Misriyyin :: وفيات قوم من المصريين ونفر سواهم من سنة 375	محمود بن محمد الحداد :: دار العاصمة - الرياض	Shamela0005871	sec	6376	data/0482AbuIshaqHabbal/0482AbuIshaqHabbal.WafayatMisriyyin/0482AbuIshaqHabbal.WafayatMisriyyin.Shamela0005871-ara1	CENT0500 :: PPE :: _BULDAN :: _HADITH :: _TABAQAT :: _TARAJIM :: _TARIKH :: التراجم والطبقات
0483IbnAhmadSarakhsi.Mabsut.JK000266-ara1	0483	Ibn Ahmad Sarakhsi :: شمس الدين السرخسي :: السرخسي	0483IbnAhmadSarakhsi.Mabsut	Mabsut :: المبسوط :: المبسوط للسرخسي	بيروت :: دار المعرفة	JK000266	sec	2473498	data/0483IbnAhmadSarakhsi/0483IbnAhmadSarakhsi.Mabsut/0483IbnAhmadSarakhsi.Mabsut.JK000266-ara1	CENT0500 :: _FIQH :: _HANAFI :: الفقه الحنفي :: كتب الفقه الإسلامي
0483IbnAhmadSarakhsi.Mabsut.Shamela0005423-ara1	0483	Ibn Ahmad Sarakhsi :: محمد بن أحمد بن أبي سهل شمس الأئمة السرخسي (المتوفى: 483هـ)	0483IbnAhmadSarakhsi.Mabsut	Mabsut :: المبسوط	1414هـ-1993م :: دار المعرفة - بيروت	Shamela0005423	sec	2484017	data/0483IbnAhmadSarakhsi/0483IbnAhmadSarakhsi.Mabsut/0483IbnAhmadSarakhsi.Mabsut.Shamela0005423-ara1	CENT0500 :: _FIQH :: _HANAFI :: فقه حنفي
0483IbnAhmadSarakhsi.Mabsut.Shia000923Vols-ara1	0483	Ibn Ahmad Sarakhsi :: السرخسي	0483IbnAhmadSarakhsi.Mabsut	Mabsut :: المبسوط	1406 - 1986 م	Shia000923Vols	pri	2484293	data/0483IbnAhmadSarakhsi/0483IbnAhmadSarakhsi.Mabsut/0483IbnAhmadSarakhsi.Mabsut.Shia000923Vols-ara1	CENT0500 :: _FIQH :: _HANAFI :: فقه المذهب الحنفي
0483IbnAhmadSarakhsi.SharhSiyarKabir.Shamela0005434-ara1	0483	Ibn Ahmad Sarakhsi :: محمد بن أحمد بن أبي سهل شمس الأئمة السرخسي (المتوفى: 483هـ)	0483IbnAhmadSarakhsi.SharhSiyarKabir	Sharh Siyar Kabir :: شرح السير الكبير	1971م :: الشركة الشرقية للإعلانات	Shamela0005434	pri	374980	data/0483IbnAhmadSarakhsi/0483IbnAhmadSarakhsi.SharhSiyarKabir/0483IbnAhmadSarakhsi.SharhSiyarKabir.Shamela0005434-ara1	CENT0500 :: _QADA :: _SIYASA :: السياسة الشرعية والقضاء
