versionUri	language	subcorpus	uncorrected_OCR	date	author_ar	author_lat	book	title_ar	title_lat	ed_info	id	status	tok_length	char_length	url	tags	author_from_uri	author_lat_shuhra	author_lat_full_name	city_ar	city_lat	institution_ar	institution_lat	shelfmark	catalog_ref	parts
0235IbnAbiShayba.Musnad.JK007049-ara1	ara	ara	False	0235	ابن أبي شيبة	Ibn Abi Shayba :: Ibn Abī Šaybaŧ	0235IbnAbiShayba.Musnad	مسند ابن أبي شيبة	Musnad	عادل بن يوسف العزازي و أحمد بن فريد المزيدي :: الرياض :: 1997م :: دار الوطن	JK007049	pri	67895	254495	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0235IbnAbiShayba/0235IbnAbiShayba.Musnad/0235IbnAbiShayba.Musnad.JK007049-ara1	_MASANID :: _MACAJIM :: GAL@history-world :: _TARAJIM :: GAL@history :: GAL@0750-1000CE :: _HADITH :: GAL@literature-arabic :: GAL@literature-islamic :: GAL@period-classical :: CENT0300 :: GAL@historiography :: GAL@history-imperial :: Shamela@متون الحديث :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: born@KUFA_443E320N_S :: born@Iraq_RE_Auto :: died@KUFA_443E320N_S :: resided@RUSAFA_463E317N_S :: resided@KUFA_443E320N_S :: resided@BAGHDAD_443E333N_S :: visited@BASRA_477E304N_S :: visited@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Abi Shayba	Ibn Abī Šaybaŧ								
0235IbnAbiShayba.Musnad.Shamela0013155-ara1	ara	ara	False	0235	ابن أبي شيبة	Ibn Abi Shayba :: Ibn Abī Šaybaŧ	0235IbnAbiShayba.Musnad	مسند ابن أبي شيبة	Musnad	عادل بن يوسف العزازي و أحمد بن فريد المزيدي :: دار الوطن - الرياض	Shamela0013155	sec	64835	241578	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0235IbnAbiShayba/0235IbnAbiShayba.Musnad/0235IbnAbiShayba.Musnad.Shamela0013155-ara1	_MASANID :: _MACAJIM :: GAL@history-world :: _TARAJIM :: GAL@history :: GAL@0750-1000CE :: _HADITH :: GAL@literature-arabic :: GAL@literature-islamic :: GAL@period-classical :: CENT0300 :: GAL@historiography :: GAL@history-imperial :: Shamela@متون الحديث :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: born@KUFA_443E320N_S :: born@Iraq_RE_Auto :: died@KUFA_443E320N_S :: resided@RUSAFA_463E317N_S :: resided@KUFA_443E320N_S :: resided@BAGHDAD_443E333N_S :: visited@BASRA_477E304N_S :: visited@JaziratArab_RE	Ibn Abi Shayba	Ibn Abī Šaybaŧ								
0235IbnYunusBaghdadi.Qada.JK011413-ara1	ara	ara	False	0235	سريج بن يونس البغدادي :: أبو الحارث سريج بن يونس بن إبراهيم البغدادي (المتوفى : 235هـ)	Ibn Yunus Baghdadi	0235IbnYunusBaghdadi.Qada	القضاء	Qada		JK011413	sec	3996	15968	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0235IbnYunusBaghdadi/0235IbnYunusBaghdadi.Qada/0235IbnYunusBaghdadi.Qada.JK011413-ara1	GAL@nodata :: _FIQH :: _MASAIL :: _HADITH :: _AJZA :: CENT0300 :: JK@كتب الفقه الإسلامي :: JK@مسائل فقهية :: Shamela@الأجزاء الحديثية :: born@Iraq_RE_Auto	Ibn Yunus Baghdadi									
0235IbnYunusBaghdadi.Qada.Shamela0008219-ara1	ara	ara	False	0235	أبو الحارث سريج بن يونس بن إبراهيم البغدادي (المتوفى: 235هـ)	Ibn Yunus Baghdadi	0235IbnYunusBaghdadi.Qada	كتاب القضاء لسريج بن يونس	Qada	الدكتور عامر حسن صبري :: دار البشائر الإسلامية، بيروت - لبنان	Shamela0008219	pri	3608	13911	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0235IbnYunusBaghdadi/0235IbnYunusBaghdadi.Qada/0235IbnYunusBaghdadi.Qada.Shamela0008219-ara1	GAL@nodata :: _FIQH :: _MASAIL :: _HADITH :: _AJZA :: CENT0300 :: JK@كتب الفقه الإسلامي :: JK@مسائل فقهية :: Shamela@الأجزاء الحديثية :: born@Iraq_RE_Auto :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Yunus Baghdadi									
0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1	ara	ara	False	0236	أبو عبد الله المصعب بن عبد الله بن المصعب الزبيري	Abu Cabd Allah Zubayri	0236AbuCabdAllahZubayri.NasabQuraysh	نسب قريش	Nasab Quraysh	ليفي بروفسال :: القاهرة :: دار المعارف	JK009223	pri	89656	341252	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0236AbuCabdAllahZubayri/0236AbuCabdAllahZubayri.NasabQuraysh/0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1	GAL@history-world :: _TARAJIM :: _TARIKH :: GAL@history :: GAL@0750-1000CE :: _ANSAB :: GAL@literature-arabic :: GAL@literature-islamic :: GAL@period-classical :: CENT0300 :: GAL@historiography :: GAL@history-imperial :: Shamela@الأنساب :: JK@كتب التراجم التاريخية :: born@JaziratArab_RE_Auto :: PRIMARY_VERSION :: CLEANED_VERSION	Abu Cabd Allah Zubayri									
0236AbuCabdAllahZubayri.NasabQuraysh.Shamela0002922-ara1	ara	ara	False	0236	مصعب بن عبد الله بن مصعب بن ثابت بن عبد الله بن الزبير، أبو عبد الله الزبيري (المتوفى: 236هـ)	Abu Cabd Allah Zubayri	0236AbuCabdAllahZubayri.NasabQuraysh	نسب قريش	Nasab Quraysh	ليفي بروفنسال، أستاذ اللغة والحضارة بالسوربون، ومدير معهد الدروس الإسلامية بجامعة باريس - سابقا :: دار المعارف، القاهرة	Shamela0002922	sec	89021	338742	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0236AbuCabdAllahZubayri/0236AbuCabdAllahZubayri.NasabQuraysh/0236AbuCabdAllahZubayri.NasabQuraysh.Shamela0002922-ara1	GAL@history-world :: _TARAJIM :: _TARIKH :: GAL@history :: GAL@0750-1000CE :: _ANSAB :: GAL@literature-arabic :: GAL@literature-islamic :: GAL@period-classical :: CENT0300 :: GAL@historiography :: GAL@history-imperial :: Shamela@الأنساب :: JK@كتب التراجم التاريخية :: born@JaziratArab_RE_Auto	Abu Cabd Allah Zubayri									
0238IbnHabibQurtubi.AdabNisa.Shamela0026808-ara1	ara	ara	False	0238	ابن حبيب، القرطبي :: أبو مروان عبد الملك بن حبيب بن حبيب بن سليمان بن هارون السلمي، الالبيري، القرطبي	Ibn Habib Qurtubi :: Ibn Ḥabīb, al-Qurṭubī :: Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī	0238IbnHabibQurtubi.AdabNisa	كتاب أدب النساء :: كتاب الغاية و النهاية	Kitāb adab al-nisāʾ :: Kitāb al-ġāyaŧ wa al-nihāyaŧ	http://www.worldcat.org/oclc/31321104 :: عبد المجيد تركي :: دار الغرب الإسلامي	Shamela0026808	pri	19321	77075	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnHabibQurtubi/0238IbnHabibQurtubi.AdabNisa/0238IbnHabibQurtubi.AdabNisa.Shamela0026808-ara1.mARkdown	_HADITH :: _AJZA :: CENT0300 :: GAL@nodata :: Shamela@الأجزاء الحديثية :: born@Andalus_RE :: PAGINATION :: PRIMARY_VERSION :: CLEANED_VERSION :: MARKDOWN	Ibn Habib Qurtubi	Ibn Ḥabīb, al-Qurṭubī	Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī							
0238IbnHabibQurtubi.AshratSaca.Shamela0026569-ara1	ara	ara	False	0238	ابن حبيب، القرطبي :: أبو مروان عبد الملك بن حبيب بن حبيب بن سليمان بن هارون السلمي، الالبيري، القرطبي	Ibn Habib Qurtubi :: Ibn Ḥabīb, al-Qurṭubī :: Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī	0238IbnHabibQurtubi.AshratSaca	أشراط الساعة وذهاب الأخيار وبقاء الأشرار	Ashrat Saca	عبد الله عبد المؤمن الغماري الحسني :: أضواء السلف	Shamela0026569	pri	4673	19033	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnHabibQurtubi/0238IbnHabibQurtubi.AshratSaca/0238IbnHabibQurtubi.AshratSaca.Shamela0026569-ara1	_HADITH :: _AJZA :: CENT0300 :: GAL@nodata :: Shamela@الأجزاء الحديثية :: born@Andalus_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Habib Qurtubi	Ibn Ḥabīb, al-Qurṭubī	Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī							
0238IbnHabibQurtubi.MukhtasarFiTibb.JK007013-ara1	ara	ara	False	0238	ابن حبيب، القرطبي :: أبو مروان عبد الملك بن حبيب بن حبيب بن سليمان بن هارون السلمي، الالبيري، القرطبي	Ibn Habib Qurtubi :: Ibn Ḥabīb, al-Qurṭubī :: Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī	0238IbnHabibQurtubi.MukhtasarFiTibb	العلاج بالأعشاب :: (مختصر في الطب) العلاج بالأغذية والأعشاب في بلاد المغرب	Mukhtasar Fi Tibb	محمد أمين الضناوي :: بيروت :: 1998 :: دار الكتب العلمية	JK007013	pri	21212	86671	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnHabibQurtubi/0238IbnHabibQurtubi.MukhtasarFiTibb/0238IbnHabibQurtubi.MukhtasarFiTibb.JK007013-ara1	_CULUM :: _TIBB :: GAL@nodata :: _MISC :: CENT0300 :: JK@كتب العلوم والطب :: Shamela@علوم أخرى :: born@Andalus_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Habib Qurtubi	Ibn Ḥabīb, al-Qurṭubī	Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī							
0238IbnHabibQurtubi.MukhtasarFiTibb.Shamela0010705-ara1	ara	ara	False	0238	ابن حبيب، القرطبي :: أبو مروان عبد الملك بن حبيب بن حبيب بن سليمان بن هارون السلمي، الالبيري، القرطبي	Ibn Habib Qurtubi :: Ibn Ḥabīb, al-Qurṭubī :: Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī	0238IbnHabibQurtubi.MukhtasarFiTibb	(مختصر في الطب) العلاج بالأغذية والأعشاب في بلاد المغرب	Mukhtasar Fi Tibb	محمد أمين الضناوي :: دار الكتب العلمية - بيروت	Shamela0010705	sec	21188	86624	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnHabibQurtubi/0238IbnHabibQurtubi.MukhtasarFiTibb/0238IbnHabibQurtubi.MukhtasarFiTibb.Shamela0010705-ara1	_CULUM :: _TIBB :: GAL@nodata :: _MISC :: CENT0300 :: JK@كتب العلوم والطب :: Shamela@علوم أخرى :: born@Andalus_RE	Ibn Habib Qurtubi	Ibn Ḥabīb, al-Qurṭubī	Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī							
0238IbnHabibQurtubi.Riba.ShamAY0033706-ara1	ara	ara	False	0238	ابن حبيب، القرطبي :: أبو مروان عبد الملك بن حبيب بن حبيب بن سليمان بن هارون السلمي، الالبيري، القرطبي	Ibn Habib Qurtubi :: Ibn Ḥabīb, al-Qurṭubī :: Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī	0238IbnHabibQurtubi.Riba	الربا لابن حبيب :: كتاب الربا :: كتاب الربا 	Riba	الدكتور نذير أوهاب :: الأولى 1433 ه - 2012 م :: مركز جمعة الماجد للثقافة والتراث	ShamAY0033706	pri	11982	47264	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnHabibQurtubi/0238IbnHabibQurtubi.Riba/0238IbnHabibQurtubi.Riba.ShamAY0033706-ara1	ShamAY@الأجزاء الحديثية :: born@Andalus_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Habib Qurtubi	Ibn Ḥabīb, al-Qurṭubī	Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī							
0238IbnHabibQurtubi.WadihaFiSunan.ShamAY0035251-ara1	ara	ara	False	0238	ابن حبيب، القرطبي :: أبو مروان عبد الملك بن حبيب بن حبيب بن سليمان بن هارون السلمي، الالبيري، القرطبي	Ibn Habib Qurtubi :: Ibn Ḥabīb, al-Qurṭubī :: Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī	0238IbnHabibQurtubi.WadihaFiSunan	كتاب الواضحة في السنن :: كتاب الواضحة في السنن 	Wadiha Fi Sunan		ShamAY0035251	pri	16120	62772	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnHabibQurtubi/0238IbnHabibQurtubi.WadihaFiSunan/0238IbnHabibQurtubi.WadihaFiSunan.ShamAY0035251-ara1	ShamAY@متون الحديث - مرقم آليا :: born@Andalus_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Habib Qurtubi	Ibn Ḥabīb, al-Qurṭubī	Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī							
0238IbnHabibQurtubi.WasfFirdaws.ShamAY0033596-ara1	ara	ara	False	0238	ابن حبيب، القرطبي :: أبو مروان عبد الملك بن حبيب بن حبيب بن سليمان بن هارون السلمي، الالبيري، القرطبي	Ibn Habib Qurtubi :: Ibn Ḥabīb, al-Qurṭubī :: Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī	0238IbnHabibQurtubi.WasfFirdaws	وصف الفردوس :: وصف الفردوس لعبد الملك بن حبيب :: وصف الفردوس لعبد الملك بن حبيب 	Wasf Firdaws	عبد اللطيف حسن عبد الرحمن :: الأولى، 2002 م :: دار الكتب العلمية	ShamAY0033596	pri	30454	122438	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnHabibQurtubi/0238IbnHabibQurtubi.WasfFirdaws/0238IbnHabibQurtubi.WasfFirdaws.ShamAY0033596-ara1	ShamAY@الأجزاء الحديثية :: born@Andalus_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Habib Qurtubi	Ibn Ḥabīb, al-Qurṭubī	Abū Marwān ʿAbd al-Malik b. Ḥabīb b. Ḥabīb b. Sulaymān b. Hārūn al-Sulamī, al-Ilbīrī, al-Qurṭubī							
0238IbnRahawayh.Musnad.JK000479-ara1	ara	ara	False	0238	ابن راهويه :: إسحاق بن إبراهيم بن مخلد بن راهويه الحنظلي	Ibn Rahawayh	0238IbnRahawayh.Musnad	مسند إسحاق بن راهويه	Musnad	د. عبد الغفور بن عبد الحق البلوشي :: المدينة المنورة :: 1412 - 1991 :: مكتبة الإيمان	JK000479	pri	133947	512417	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnRahawayh/0238IbnRahawayh.Musnad/0238IbnRahawayh.Musnad.JK000479-ara1	_MASANID :: _MACAJIM :: _SUNNI :: _TARAJIM :: GAL@0750-1000CE :: _HADITH :: GAL@literature-islamic :: GAL@period-classical :: CENT0300 :: GAL@literature-arabic :: GAL@hadith :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: Shamela@متون الحديث - مرقم آليا :: Shamela@متون الحديث :: Shia@مصادر الحديث السنية ـ القسم العام :: born@Khurasan_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Rahawayh									
0238IbnRahawayh.Musnad.Shamela0001423-ara1	ara	ara	False	0238	أبو يعقوب إسحاق بن إبراهيم بن مخلد بن إبراهيم الحنظلي المروزي المعروف بـ ابن راهويه (المتوفى: 238هـ)	Ibn Rahawayh	0238IbnRahawayh.Musnad	مسند إسحاق بن راهويه - مسند ابن عباس	Musnad	محمد مختار ضرار المفتي :: دار الكتاب العربي	Shamela0001423	sec	10258	39579	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnRahawayh/0238IbnRahawayh.Musnad/0238IbnRahawayh.Musnad.Shamela0001423-ara1	_MASANID :: _MACAJIM :: _SUNNI :: _TARAJIM :: GAL@0750-1000CE :: _HADITH :: GAL@literature-islamic :: GAL@period-classical :: CENT0300 :: GAL@literature-arabic :: GAL@hadith :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: Shamela@متون الحديث - مرقم آليا :: Shamela@متون الحديث :: Shia@مصادر الحديث السنية ـ القسم العام :: born@Khurasan_RE	Ibn Rahawayh									
0238IbnRahawayh.Musnad.Shamela0013159-ara1	ara	ara	False	0238	أبو يعقوب إسحاق بن إبراهيم بن مخلد بن إبراهيم الحنظلي المروزي المعروف بـ ابن راهويه (المتوفى: 238هـ)	Ibn Rahawayh	0238IbnRahawayh.Musnad	مسند إسحاق بن راهويه	Musnad	د. عبد الغفور بن عبد الحق البلوشي :: مكتبة الإيمان - المدينة المنورة	Shamela0013159	sec	134202	514418	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnRahawayh/0238IbnRahawayh.Musnad/0238IbnRahawayh.Musnad.Shamela0013159-ara1	_MASANID :: _MACAJIM :: _SUNNI :: _TARAJIM :: GAL@0750-1000CE :: _HADITH :: GAL@literature-islamic :: GAL@period-classical :: CENT0300 :: GAL@literature-arabic :: GAL@hadith :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: Shamela@متون الحديث - مرقم آليا :: Shamela@متون الحديث :: Shia@مصادر الحديث السنية ـ القسم العام :: born@Khurasan_RE	Ibn Rahawayh									
0238IbnRahawayh.Musnad.Shia001913Vols-ara1	ara	ara	False	0238	إسحاق بن راهويه	Ibn Rahawayh	0238IbnRahawayh.Musnad	مسند ابن راهويه	Musnad	الدكتور عبد الغفور عبد الحق حسين برد البلوسي :: 1412	Shia001913Vols	sec	170189	660645	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238IbnRahawayh/0238IbnRahawayh.Musnad/0238IbnRahawayh.Musnad.Shia001913Vols-ara1	_MASANID :: _MACAJIM :: _SUNNI :: _TARAJIM :: GAL@0750-1000CE :: _HADITH :: GAL@literature-islamic :: GAL@period-classical :: CENT0300 :: GAL@literature-arabic :: GAL@hadith :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: Shamela@متون الحديث - مرقم آليا :: Shamela@متون الحديث :: Shia@مصادر الحديث السنية ـ القسم العام :: born@Khurasan_RE	Ibn Rahawayh									
0238MuhammadBurjulani.KaramWaJawd.JK000047-ara1	ara	ara	False	0238	محمد بن الحسين البرجلاني أبو الشيخ :: البرجلاني	Muhammad Burjulani	0238MuhammadBurjulani.KaramWaJawd	الكرم والجود وسخاء النفوس	Karam Wa Jawd	د. عامر حسن صبري :: بيروت :: 1412 :: دار ابن حزم	JK000047	pri	5069	18757	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238MuhammadBurjulani/0238MuhammadBurjulani.KaramWaJawd/0238MuhammadBurjulani.KaramWaJawd.JK000047-ara1	_HADITH :: _AJZA :: CENT0300 :: GAL@nodata :: Shamela@الأجزاء الحديثية :: Shia@مصادر الحديث السنية ـ القسم العام :: JK@الأجزاء الموضوعية :: JK@الكتب المسندة :: JK@كتب الأخلاق والسلوك :: JK@مواضيع مسندة في الأخلاق والتزكية :: born@Iraq_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Muhammad Burjulani									
0238MuhammadBurjulani.KaramWaJawd.Shamela0007755-ara1	ara	ara	False	0238	أبو جعفر محمد بن الحسين البرجلاني (المتوفى: 238هـ)	Muhammad Burjulani	0238MuhammadBurjulani.KaramWaJawd	الكرم والجود وسخاء النفوس	Karam Wa Jawd	د. عامر حسن صبري :: دار ابن حزم - بيروت	Shamela0007755	sec	3684	13791	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238MuhammadBurjulani/0238MuhammadBurjulani.KaramWaJawd/0238MuhammadBurjulani.KaramWaJawd.Shamela0007755-ara1	_HADITH :: _AJZA :: CENT0300 :: GAL@nodata :: Shamela@الأجزاء الحديثية :: Shia@مصادر الحديث السنية ـ القسم العام :: JK@الأجزاء الموضوعية :: JK@الكتب المسندة :: JK@كتب الأخلاق والسلوك :: JK@مواضيع مسندة في الأخلاق والتزكية :: born@Iraq_RE	Muhammad Burjulani									
0238MuhammadBurjulani.KaramWaJawd.Shamela0007819-ara1	ara	ara	False	0238	أبو جعفر محمد بن الحسين البرجلاني (المتوفى: 238هـ)	Muhammad Burjulani	0238MuhammadBurjulani.KaramWaJawd	من حديث أبي عبد الله الحسين بن محمد ابن العسكري عن شيوخه (مطبوع مع كتاب الكرم والجود للمؤلف)	Karam Wa Jawd	د. عامر حسن صبري :: دار ابن حزم - بيروت	Shamela0007819	sec	1257	4681	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238MuhammadBurjulani/0238MuhammadBurjulani.KaramWaJawd/0238MuhammadBurjulani.KaramWaJawd.Shamela0007819-ara1	_HADITH :: _AJZA :: CENT0300 :: GAL@nodata :: Shamela@الأجزاء الحديثية :: Shia@مصادر الحديث السنية ـ القسم العام :: JK@الأجزاء الموضوعية :: JK@الكتب المسندة :: JK@كتب الأخلاق والسلوك :: JK@مواضيع مسندة في الأخلاق والتزكية :: born@Iraq_RE	Muhammad Burjulani									
0238MuhammadBurjulani.KaramWaJawd.Shia001912-ara1	ara	ara	False	0238	البرجلاني	Muhammad Burjulani	0238MuhammadBurjulani.KaramWaJawd	الكرم والجود	Karam Wa Jawd	د . عامر حسن صبري :: 1412	Shia001912	sec	8528	33693	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0238MuhammadBurjulani/0238MuhammadBurjulani.KaramWaJawd/0238MuhammadBurjulani.KaramWaJawd.Shia001912-ara1	_HADITH :: _AJZA :: CENT0300 :: GAL@nodata :: Shamela@الأجزاء الحديثية :: Shia@مصادر الحديث السنية ـ القسم العام :: JK@الأجزاء الموضوعية :: JK@الكتب المسندة :: JK@كتب الأخلاق والسلوك :: JK@مواضيع مسندة في الأخلاق والتزكية :: born@Iraq_RE	Muhammad Burjulani									
0239CumaraIbnCaqil.Diwan.Sham19Y0149872-ara1	ara	ara	False	0239	عمارة بن عقيل	Cumara Ibn Caqil	0239CumaraIbnCaqil.Diwan	ديوان عمارة بن عقيل (المتوفي: 239 ه) :: ديوان عمارة بن عقيل	Diwan	الأولى، 1973 م. :: ساعدت وزارة الإعلام على نشره.	Sham19Y0149872	pri	4361	17310	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0239CumaraIbnCaqil/0239CumaraIbnCaqil.Diwan/0239CumaraIbnCaqil.Diwan.Sham19Y0149872-ara1	Sham@الدواوين الشعرية :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Cumara Ibn Caqil									
0239IbnGhawri.Majlis.ShamAY0033638-ara1	ara	ara	False	0239	ابن الغوري :: محمد بن أحمد أبو الفرج ابن الغوري (ت: 239)	Ibn Ghawri	0239IbnGhawri.Majlis	جزء فيه مجلس من إملاء أبي الفرج محمد بن أحمد المعروف بابن الغوري :: مجلس ابن الغوري :: جزء فيه مجلس من إملاء أبي الفرج محمد بن أحمد المعروف بابن الغوري 	Majlis	نبيل سعد الدين جرار :: الأولى 1432 ه - 2011 م :: دار البشائر الإسلامية [ضمن سلسلة الأجزاء المنسوخة (4 - 8)]	ShamAY0033638	pri	1247	5075	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0239IbnGhawri/0239IbnGhawri.Majlis/0239IbnGhawri.Majlis.ShamAY0033638-ara1	ShamAY@الأجزاء الحديثية :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Ghawri									
0240AbuHafsIbnZuraraTarsusi.Nuskha.ShamAY0032875-ara1	ara	ara	False	0240	أبو حفص عمر بن زرارة الحدثي الطرسوسي	Abu Hafs Ibn Zurara Tarsusi	0240AbuHafsIbnZuraraTarsusi.Nuskha	نسخة أبي حفص عمر بن زرارة الحدثي - مخطوط  :: نسخة أبي حفص عمر بن زرارة الحدثي - مخطوط	Nuskha		ShamAY0032875	pri	3444	13302	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0240AbuHafsIbnZuraraTarsusi/0240AbuHafsIbnZuraraTarsusi.Nuskha/0240AbuHafsIbnZuraraTarsusi.Nuskha.ShamAY0032875-ara1	ShamAY@مخطوطات حديثية :: PRIMARY_VERSION :: CLEANED_VERSION	Abu Hafs Ibn Zurara Tarsusi									
0240CabdSamadIbnMucadhdhal.Diwan.JK007619-ara1	ara	ara	False	0240	عبد الصمد بن المعذل	Cabd Samad Ibn Mucadhdhal	0240CabdSamadIbnMucadhdhal.Diwan	ديوان عبد الصمد بن المعذل	Diwan		JK007619	pri	7268	27468	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0240CabdSamadIbnMucadhdhal/0240CabdSamadIbnMucadhdhal.Diwan/0240CabdSamadIbnMucadhdhal.Diwan.JK007619-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@دواوين الشعر العربي :: JK@عباسي :: born@Iraq_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Cabd Samad Ibn Mucadhdhal									
0240CabdSamadIbnMucadhdhal.Diwan.ShamAY0037953-ara1	ara	ara	False	0240	عبد الصمد بن المعذل	Cabd Samad Ibn Mucadhdhal	0240CabdSamadIbnMucadhdhal.Diwan	ديوان عبد الصمد بن المعذل  :: ديوان عبد الصمد بن المعذل	Diwan		ShamAY0037953	sec	6584	26671	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0240CabdSamadIbnMucadhdhal/0240CabdSamadIbnMucadhdhal.Diwan/0240CabdSamadIbnMucadhdhal.Diwan.ShamAY0037953-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@دواوين الشعر العربي :: JK@عباسي :: born@Iraq_RE	Cabd Samad Ibn Mucadhdhal									
