versionUri	language	subcorpus	uncorrected_OCR	date	author_ar	author_lat	book	title_ar	title_lat	ed_info	id	status	tok_length	char_length	url	tags	author_from_uri	author_lat_shuhra	author_lat_full_name	city_ar	city_lat	institution_ar	institution_lat	shelfmark	catalog_ref	parts
0228IbnHammadKhuzaci.Fitan.Shamela0013047-ara1	ara	ara	False	0228	أبو عبد الله نعيم بن حماد بن معاوية بن الحارث الخزاعي المروزي (المتوفى: 228هـ)	Ibn Hammad Khuzaci	0228IbnHammadKhuzaci.Fitan	كتاب الفتن	Fitan	سمير أمين الزهيري :: مكتبة التوحيد - القاهرة	Shamela0013047	sec	113870	454600	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0228IbnHammadKhuzaci/0228IbnHammadKhuzaci.Fitan/0228IbnHammadKhuzaci.Fitan.Shamela0013047-ara1	_TARIKH :: GAL@0750-1000CE :: _MILAL :: _HADITH :: _CAQAID :: GAL@literature-islamic :: GAL@period-classical :: _AJZA :: CENT0300 :: GAL@literature-arabic :: GAL@hadith :: JK@الأجزاء الموضوعية :: JK@الكتب المسندة :: JK@كتب العقائد المسندة :: JK@كتب العقائد والملل :: ShamAY@متون الحديث :: Shamela@متون الحديث :: Shia@مصادر التاريخ :: born@Khurasan_RE_Auto	Ibn Hammad Khuzaci									
0228IbnHammadKhuzaci.Fitan.Shia003470-ara1	ara	ara	False	0228	نعيم بن حماد المروزي	Ibn Hammad Khuzaci	0228IbnHammadKhuzaci.Fitan	كتاب الفتن	Fitan	تحقيق وتقديم : الدكتور سهيل زكار :: 1414 - 1993 م	Shia003470	sec	117727	474400	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0228IbnHammadKhuzaci/0228IbnHammadKhuzaci.Fitan/0228IbnHammadKhuzaci.Fitan.Shia003470-ara1	_TARIKH :: GAL@0750-1000CE :: _MILAL :: _HADITH :: _CAQAID :: GAL@literature-islamic :: GAL@period-classical :: _AJZA :: CENT0300 :: GAL@literature-arabic :: GAL@hadith :: JK@الأجزاء الموضوعية :: JK@الكتب المسندة :: JK@كتب العقائد المسندة :: JK@كتب العقائد والملل :: ShamAY@متون الحديث :: Shamela@متون الحديث :: Shia@مصادر التاريخ :: born@Khurasan_RE_Auto	Ibn Hammad Khuzaci									
0228IbnMuhammadMadaini.Tacazi.Shamela0026863-ara1	ara	ara	False	0228	المدائني :: أبو الحسن علي بن محمد بن عبد الله المدائني	Ibn Muhammad Madaini :: al-Madāʾinī :: Abū al-Ḥasan ʿAlī b. Muḥammad b. ʿAbd Allāh al-Madāʾinī	0228IbnMuhammadMadaini.Tacazi	التعازي	Tacazi	إبراهيم صالح :: دار البشائر	Shamela0026863	pri	12294	47694	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0228IbnMuhammadMadaini/0228IbnMuhammadMadaini.Tacazi/0228IbnMuhammadMadaini.Tacazi.Shamela0026863-ara1	_HADITH :: _AJZA :: CENT0300 :: GAL@nodata :: Shamela@الأجزاء الحديثية :: born@Iraq_RE :: born@BASRA_477E304N_S :: PRIMARY_VERSION :: CLEANED_VERSION	Ibn Muhammad Madaini	al-Madāʾinī	Abū al-Ḥasan ʿAlī b. Muḥammad b. ʿAbd Allāh al-Madāʾinī							
0230AbuMushal.Nawadir.Shamela0005376-ara1	ara	ara	False	0230	عبد الوهاب بن حريش الأعرابي أبو محمد، الملقب بـ أبي مسحل (المتوفى: نحو 230هـ)	Abu Mushal	0230AbuMushal.Nawadir	نوادر أبي مسحل	Nawadir		Shamela0005376	pri	31033	135240	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230AbuMushal/0230AbuMushal.Nawadir/0230AbuMushal.Nawadir.Shamela0005376-ara1	_MACAJIM :: _GHARIB :: _MUSTALAHAT :: GAL@nodata :: Shamela@الغريب والمعاجم ولغة الفقه - مرقم آليا :: born@JaziratArab_RE_Auto :: PRIMARY_VERSION :: CLEANED_VERSION	Abu Mushal									
0230CaliIbnJacd.Musnad.JK000487-ara1	ara	ara	False	0230	ابن الجعد :: علي بن الجعد بن عبيد أبو الحسن الجوهري البغدادي	Cali Ibn Jacd	0230CaliIbnJacd.Musnad	مسند ابن الجعد	Musnad	عامر أحمد حيدر :: بيروت :: 1410 - 1990 :: مؤسسة نادر	JK000487	pri	123629	462021	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230CaliIbnJacd/0230CaliIbnJacd.Musnad/0230CaliIbnJacd.Musnad.JK000487-ara1	_MASANID :: _MACAJIM :: _SUNNI :: GAL@nodata :: _TARAJIM :: _HADITH :: CENT0300 :: Shamela@متون الحديث :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: ShamAY@متون الحديث :: Shia@مصادر الحديث السنية ـ القسم العام :: born@Iraq_RE_Auto :: PRIMARY_VERSION :: CLEANED_VERSION	Cali Ibn Jacd									
0230CaliIbnJacd.Musnad.ShamAY0038024-ara1	ara	ara	False	0230	علي بن الجعد بن عبيد الجوهري البغدادي :: ابن الجعد	Cali Ibn Jacd	0230CaliIbnJacd.Musnad	مسند ابن الجعد  :: مسند ابن الجعد :: مسند ابن الجعد - ط الفلاح ت عبد الهادي	Musnad	عبد المهدي بن عبد القادر بن عبد الهادي :: الكويت :: 1985م :: الأولى :: مكتبة الفلاح	ShamAY0038024	sec	122137	458200	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230CaliIbnJacd/0230CaliIbnJacd.Musnad/0230CaliIbnJacd.Musnad.ShamAY0038024-ara1	_MASANID :: _MACAJIM :: _SUNNI :: GAL@nodata :: _TARAJIM :: _HADITH :: CENT0300 :: Shamela@متون الحديث :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: ShamAY@متون الحديث :: Shia@مصادر الحديث السنية ـ القسم العام :: born@Iraq_RE_Auto	Cali Ibn Jacd									
0230CaliIbnJacd.Musnad.Shamela0004407-ara1	ara	ara	False	0230	علي بن الجعد بن عبيد الجوهري البغدادي (المتوفى: 230هـ)	Cali Ibn Jacd	0230CaliIbnJacd.Musnad	مسند ابن الجعد	Musnad	عامر أحمد حيدر :: مؤسسة نادر - بيروت	Shamela0004407	sec	123142	461607	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230CaliIbnJacd/0230CaliIbnJacd.Musnad/0230CaliIbnJacd.Musnad.Shamela0004407-ara1	_MASANID :: _MACAJIM :: _SUNNI :: GAL@nodata :: _TARAJIM :: _HADITH :: CENT0300 :: Shamela@متون الحديث :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: ShamAY@متون الحديث :: Shia@مصادر الحديث السنية ـ القسم العام :: born@Iraq_RE_Auto	Cali Ibn Jacd									
0230CaliIbnJacd.Musnad.Shia001901-ara1	ara	ara	False	0230	علي بن الجعد بن عبيد	Cali Ibn Jacd	0230CaliIbnJacd.Musnad	مسند ابن الجعد	Musnad	رواية وجمع : أبي القاسم عبد الله بن محمد البغوي (وفاة 317) / مراجعة وتعليق وفهرسة : الشيخ عامر أحمد حيدر :: 1417 - 1996 م	Shia001901	sec	122119	458284	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230CaliIbnJacd/0230CaliIbnJacd.Musnad/0230CaliIbnJacd.Musnad.Shia001901-ara1	_MASANID :: _MACAJIM :: _SUNNI :: GAL@nodata :: _TARAJIM :: _HADITH :: CENT0300 :: Shamela@متون الحديث :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: ShamAY@متون الحديث :: Shia@مصادر الحديث السنية ـ القسم العام :: born@Iraq_RE_Auto	Cali Ibn Jacd									
0230IbnSacd.TabaqatKubra.JK000530-ara2	ara	ara	False	0230	ابن سعد :: أبو عبد الله محمد بن سعد بن منيع الهاشمي البصري	Ibn Sacd :: Ibn Saʿd :: Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī	0230IbnSacd.TabaqatKubra	الطبقات الكبرى	al-Ṭabaqāt al-kubrá	بيروت :: - :: دار صادر	JK000530	sec	881651	3377096	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230IbnSacd/0230IbnSacd.TabaqatKubra/0230IbnSacd.TabaqatKubra.JK000530-ara2	ShamAY@التراجم والطبقات - مرقم آليا :: JK@الطبقات والتراجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الطبقات :: Shamela@التراجم والطبقات :: Shia@أهم مصادر رجال الحديث عند السنة :: ShamAY@التراجم والطبقات :: born@Iraq_RE :: born@BASRA_477E304N_S	Ibn Sacd	Ibn Saʿd	Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī							
0230IbnSacd.TabaqatKubra.JK000744-ara5	ara	ara	False	0230	ابن سعد :: أبو عبد الله محمد بن سعد بن منيع الهاشمي البصري	Ibn Sacd :: Ibn Saʿd :: Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī	0230IbnSacd.TabaqatKubra	الطبقات الكبرى	al-Ṭabaqāt al-kubrá	زياد محمد منصور :: المدينة المنورة :: 1408 :: مكتبة العلوم والحكم	JK000744	sec	39540	148271	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230IbnSacd/0230IbnSacd.TabaqatKubra/0230IbnSacd.TabaqatKubra.JK000744-ara5	ShamAY@التراجم والطبقات - مرقم آليا :: JK@الطبقات والتراجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الطبقات :: Shamela@التراجم والطبقات :: Shia@أهم مصادر رجال الحديث عند السنة :: ShamAY@التراجم والطبقات :: born@Iraq_RE :: born@BASRA_477E304N_S :: INCOMPLETE_VERSION	Ibn Sacd	Ibn Saʿd	Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī							
0230IbnSacd.TabaqatKubra.ShamAY0034595-ara1	ara	ara	False	0230	ابن سعد :: أبو عبد الله محمد بن سعد بن منيع الهاشمي البصري	Ibn Sacd :: Ibn Saʿd :: Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī	0230IbnSacd.TabaqatKubra	الطبقات الكبرى	al-Ṭabaqāt al-kubrá	علي محمد عمر :: الأولى، 2001 م :: مكتبة الخانجي - القاهرة	ShamAY0034595	sec	1134409	4345993	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230IbnSacd/0230IbnSacd.TabaqatKubra/0230IbnSacd.TabaqatKubra.ShamAY0034595-ara1	ShamAY@التراجم والطبقات - مرقم آليا :: JK@الطبقات والتراجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الطبقات :: Shamela@التراجم والطبقات :: Shia@أهم مصادر رجال الحديث عند السنة :: ShamAY@التراجم والطبقات :: born@Iraq_RE :: born@BASRA_477E304N_S	Ibn Sacd	Ibn Saʿd	Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī							
0230IbnSacd.TabaqatKubra.ShamAY0035884-ara1	ara	ara	False	0230	ابن سعد :: أبو عبد الله محمد بن سعد بن منيع الهاشمي البصري	Ibn Sacd :: Ibn Saʿd :: Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī	0230IbnSacd.TabaqatKubra	الطبقات الكبرى	al-Ṭabaqāt al-kubrá	https://worldcat.org/en/title/47783345 :: د/ علي محمد عمر :: الأولى 1421 ه- 2001 م :: مكتبة الخانجي- القاهرة	ShamAY0035884	pri	1167652	4476265	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230IbnSacd/0230IbnSacd.TabaqatKubra/0230IbnSacd.TabaqatKubra.ShamAY0035884-ara1.mARkdown	ShamAY@التراجم والطبقات - مرقم آليا :: JK@الطبقات والتراجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الطبقات :: Shamela@التراجم والطبقات :: Shia@أهم مصادر رجال الحديث عند السنة :: ShamAY@التراجم والطبقات :: born@Iraq_RE :: born@BASRA_477E304N_S :: CLEANED_VERSION :: PRIMARY_VERSION :: MARKDOWN	Ibn Sacd	Ibn Saʿd	Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī							
0230IbnSacd.TabaqatKubra.Shamela0001686-ara1	ara	ara	False	0230	ابن سعد :: أبو عبد الله محمد بن سعد بن منيع الهاشمي البصري	Ibn Sacd :: Ibn Saʿd :: Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī	0230IbnSacd.TabaqatKubra	الطبقات الكبرى	al-Ṭabaqāt al-kubrá	http://www.worldcat.org/oclc/956921193 :: محمد عبد القادر عطا :: بيروت :: 1410 هـ - 1990 م :: دار الكتب العلمية	Shamela0001686	sec	915864	3506978	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230IbnSacd/0230IbnSacd.TabaqatKubra/0230IbnSacd.TabaqatKubra.Shamela0001686-ara1.mARkdown	ShamAY@التراجم والطبقات - مرقم آليا :: JK@الطبقات والتراجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الطبقات :: Shamela@التراجم والطبقات :: Shia@أهم مصادر رجال الحديث عند السنة :: ShamAY@التراجم والطبقات :: born@Iraq_RE :: born@BASRA_477E304N_S :: NO_MAJOR_ISSUES :: MARKDOWN	Ibn Sacd	Ibn Saʿd	Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī							
0230IbnSacd.TabaqatKubra.Shamela0001689-ara4	ara	ara	False	0230	ابن سعد :: أبو عبد الله محمد بن سعد بن منيع الهاشمي البصري	Ibn Sacd :: Ibn Saʿd :: Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī	0230IbnSacd.TabaqatKubra	الطبقات الكبرى	al-Ṭabaqāt al-kubrá	محمد بن صامل السلمي :: مكتبة الصديق - الطائف	Shamela0001689	sec	63861	245176	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230IbnSacd/0230IbnSacd.TabaqatKubra/0230IbnSacd.TabaqatKubra.Shamela0001689-ara4	ShamAY@التراجم والطبقات - مرقم آليا :: JK@الطبقات والتراجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الطبقات :: Shamela@التراجم والطبقات :: Shia@أهم مصادر رجال الحديث عند السنة :: ShamAY@التراجم والطبقات :: born@Iraq_RE :: born@BASRA_477E304N_S :: INCOMPLETE_VERSION	Ibn Sacd	Ibn Saʿd	Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī							
0230IbnSacd.TabaqatKubra.Shamela0007666-ara5	ara	ara	False	0230	ابن سعد :: أبو عبد الله محمد بن سعد بن منيع الهاشمي البصري	Ibn Sacd :: Ibn Saʿd :: Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī	0230IbnSacd.TabaqatKubra	الطبقات الكبرى	al-Ṭabaqāt al-kubrá	زياد محمد منصور :: مكتبة العلوم والحكم - المدينة المنورة	Shamela0007666	sec	55076	218886	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230IbnSacd/0230IbnSacd.TabaqatKubra/0230IbnSacd.TabaqatKubra.Shamela0007666-ara5	ShamAY@التراجم والطبقات - مرقم آليا :: JK@الطبقات والتراجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الطبقات :: Shamela@التراجم والطبقات :: Shia@أهم مصادر رجال الحديث عند السنة :: ShamAY@التراجم والطبقات :: born@Iraq_RE :: born@BASRA_477E304N_S :: INCOMPLETE_VERSION	Ibn Sacd	Ibn Saʿd	Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī							
0230IbnSacd.TabaqatKubra.Shamela0009351-ara2	ara	ara	False	0230	ابن سعد :: أبو عبد الله محمد بن سعد بن منيع الهاشمي البصري	Ibn Sacd :: Ibn Saʿd :: Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī	0230IbnSacd.TabaqatKubra	الطبقات الكبرى	al-Ṭabaqāt al-kubrá	إحسان عباس :: دار صادر - بيروت	Shamela0009351	sec	888605	3407049	/home/admin-kitab/Documents/OpenITI/RELEASE_git/working_dir/AH_repos/0250AH/data/0230IbnSacd/0230IbnSacd.TabaqatKubra/0230IbnSacd.TabaqatKubra.Shamela0009351-ara2	ShamAY@التراجم والطبقات - مرقم آليا :: JK@الطبقات والتراجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الطبقات :: Shamela@التراجم والطبقات :: Shia@أهم مصادر رجال الحديث عند السنة :: ShamAY@التراجم والطبقات :: born@Iraq_RE :: born@BASRA_477E304N_S	Ibn Sacd	Ibn Saʿd	Abū ʿAbd Al-lãh Muḥammad b. Saʿd b. Manīʿ al-Hāšimī al-Baṣrī							
